SVM,KNN,RF,Review
yes,yes,yes,"I always have good phones. I upgraded to the Galaxy s6 and this has been the best phone. I have a personal trainer telling me ""walk more"", keeping me active, it has the sensor for selfies, and so many other great features other phones dont have. My phone was worth the money I paid for."
yes,yes,yes,No over heating. Processes everything great. Gp's is alittle off. And has drift. Phone is still an awesome phone.
yes,yes,yes,This is an amazing phone with great features and speed the only down side might be the low battery life bit with the rapid charge and battery save modes it deff is manageable :)
yes,yes,yes,"I've only had my phone about a month and a half and I absolutely love it! it is quick it is fast it is versatile and it is fun, and it takes great pictures!"
yes,yes,yes,"I have never had a fair reason of why to leave my I phone, until the S6 came out sense I got I have never had a glinch or anything bad with the phone and man I love the battery life and how fast it takes for it to charge, my space is just perfect when using the cloud witch makes it better because I..."
yes,no,yes,"Since the galaxy s5, the s6 has shown much improvement and totally revolutionize the way cell phones are today. They have amazing apps, more storage then even and the battery is much more alive then any phone I have owned previously"
yes,yes,yes,I love my galaxy 6. It helps me stay productive with time management.
no,yes,yes,"The colors,screen ,sound is just what I was looking for"
yes,yes,yes,I used to have the note 4 and I loved it but it was too big. Even though I am going to miss the big screen I love how the galaxy s6 fits in my hand. The camara quality is amazing as well!
yes,yes,yes,"This is the only word that can explain the phone , awesome ! ! !"
yes,yes,yes,"The phone includes a great set of features, but falls flat on it's face as a result of no MicroSD card slot. I have had Samsung phones from the first Galaxy through the S5, but it appears I may have to break rank."
yes,yes,yes,"I am still learning the great features of my new Galaxy S6, but I already find it to have some of the best functionality I have ever experienced."
yes,yes,yes,This phone is so easy to use that even an old guy like me can enjoy it. I bought this phone under the advisement of my grand daughter. She was a former apple user and showed me how great her s5 was and it operated and no app hangup problems like she experienced before.
yes,yes,yes,I wasn't sure if I really wanted this phone from the beginning. Some of the specs weren't that different from a s5 so I was skeptical at first. Now after obtaining the s6 I love it so much! It is certainly an incredible phone and I love it.
yes,no,yes,I'm eying my phone. It's been a much needed help in my busy life.
yes,yes,yes,"Love the camer,the quality of the picture when watching viedos and simple to navigate. All around, great phone."
yes,yes,yes,"I initially had reservations about getting those phone considering I was totally satisfied with my s5 . but when my sons s4 was stolen I used it as an opportunity to get myself the s6, and give him the five best decision ever. The screen, the battery life , THE CAMERA!!"
yes,yes,yes,This phone has a awesome camera the pics come out clear. Love the feature the ultra power saving mode. Makes multitasking easy by using multiple apps on one screen . using the feature multi window.
yes,yes,yes,If i have or had any problems my new s6 is NOT one love it if u all new me or my daughter im not a phone person butt that has all changed nice phone good job Samsung
yes,yes,yes,I am absolutely in love with this phone it is super fast and sexy looking would have given it 5 stars but my apps keep crashing when I open them other than that its perfect. The camera takes beautifull pictures
yes,yes,yes,I'm on the phone more. I interactive with it more.its fast and no lag. Since it has a heart monitor and running tracker i been running more. I dropped it on accident and it was a hard fall it survived.
yes,yes,yes,"Samsung has always been the brand for me. Before I had the S6, I had the S5. Both are excellent phones! I love to take pictures, so that was a must for me! I also love the slimness of the phone. Couldn't be any happier. Very happy camper!"
yes,yes,yes,It let's you be very productive at school or at work. It works really fast and the camera works really good. It has great performance and its just awesome.
yes,yes,yes,"Three battery lasts me pretty well, I just really wished it could go a little longer. I didn't need a QHD display. A 2k or even 1080p would have been great. Also it would be nice to get my ""ok Google"" back and a data toggle in the quick settings would be cool."
yes,no,yes,Samsung has me speechless at this moment with their new Samsung galaxy s6 . I have about three months with the phone and I have customize everything on it very user friendly and fast with their new operating system they are using with this phone perfect quality in pictured and video and the options...
yes,yes,yes,I use my phone for work. I am a home health nurse. I need access to apps and information instantly and the S6 never lets me down. I never experience freezing. I am in love with my phone because it also helps me track my exercise program and diet!! Love love love!!
yes,yes,yes,I absolutely have no complaints whatsoever! Such an AMAZING phone! The camera is so clear and much easier to use!! Very satisfied with my new phone :)
yes,yes,yes,I never knew a phone could do so much. I am so glad I went ahead and got the Galaxy S6.
yes,yes,yes,More then expected on features and quality very satisfied.
yes,yes,yes,"Awesome phone, this is my second Samsung phone.. and I will not go back to other brands!"
no,no,yes,"I've had this phone for 2 years now and its been amazing up until a few weeks ago. it had a glitch on me randomly and now my wifi won't turn on at all and has become just a useless brick that takes photo, especially while I was abroad I couldn't use it since I didn't have mobile data abroad."
